"","Country","percentage.expenditure","Life.expectancy","Adult.Mortality","Alcohol","BMI","GDP","Schooling","unemployment_rate","number_pass_abortion_laws"
"36","Dominican Republic",5.95252687928652,72.24,4.96237832108848,6.03066666666667,47.4266666666667,8.10537827252275,12.7133333333333,6.315,0.142857142857143
"37","Ecuador",4.75960472190154,74.6266666666667,4.8908502557692,3.80733333333333,42.5866666666667,7.64842252372987,12.9466666666667,4.035625,0.571428571428571
"38","El Salvador",5.89808869007055,71.6266666666667,5.03391769871847,2.69266666666667,44.6066666666667,7.78760983834827,12.62,5.64,0
"39","Equatorial Guinea",6.37930238243112,55.12,5.68990890239033,7.342,17.4133333333333,9.02874862917919,8.26666666666667,8.62875,0.428571428571429
"40","Eritrea",2.14960008175416,59.525,5.77919911394096,0.7575,14.2833333333333,5.55835336999376,4.9,5.50625,0.428571428571429
"41","Estonia",6.8209766119938,74.7666666666667,5.15367687672177,9.01466666666667,56.4666666666667,9.08001904512355,15.9,9.80125,1
"42","Ethiopia",3.54522797220368,58.7333333333333,5.66850066051156,1.07466666666667,14.6133333333333,5.47899074264365,6.69333333333333,2.5925,0.714285714285714
"43","Fiji",5.00014014622014,68.6333333333333,4.79413628550071,1.46266666666667,49.7533333333333,7.94307050922625,14.1066666666667,4.12375,0.571428571428571
"44","Finland",8.03331341255901,80.6866666666667,4.22537282462851,9.55266666666667,51.6466666666667,10.191302112936,17.3133333333333,8.770625,0.857142857142857
"45","France",8.29445131252319,82.2066666666667,4.28771595520264,12.4046666666667,51.28,10.1579283319918,15.8733333333333,8.924375,1
"46","Georgia",4.66495456425908,73.4466666666667,4.7361984483945,5.62333333333333,47.18,7.62617522213809,12.5933333333333,15.674375,1
"47","Germany",8.33349859922925,81.1866666666667,4.26923114052854,11.6286666666667,51.3066666666667,10.0525599425637,16.5666666666667,7.68875,1
"48","Ghana",4.4115740716065,60.76,5.167449091343,1.26866666666667,21.2666666666667,6.683686605124,9.38666666666667,6.523125,0.714285714285714
"49","Greece",7.53717957464637,81.2333333333333,4.30045498098007,8.80333333333333,58.16,9.77216318553308,15.8533333333333,14.378125,1
"50","Guatemala",5.87576049295553,71.72,4.84837776833804,2.26866666666667,42.7666666666667,7.7239981207278,9.80666666666667,2.979375,0.142857142857143
"51","Guinea",2.83030923758288,55.8133333333333,5.55399264286473,0.164666666666667,17.08,5.56501813944883,7.06666666666667,4.72,0.428571428571429
"52","Guinea-Bissau",3.15383602853952,55.1333333333333,5.0141845436074,2.26,18.9733333333333,5.91360519313767,8.22666666666667,6.0725,0.142857142857143
"53","Guyana",5.2997297976997,65.6,5.31419071570433,7.406,35.6933333333333,7.39450970507351,10.82,11.79625,1
"54","Haiti",3.65163992874064,59.6266666666667,5.18140894830231,5.486,38.5666666666667,6.01375030704684,8.40666666666667,13.688125,0.142857142857143
"55","Honduras",5.32263597882202,72.8866666666667,4.95347688025631,3.042,38.9933333333333,7.21633990104468,10.8666666666667,4.531875,0.142857142857143
"56","Hungary",5.99633554518067,73.6933333333333,4.99676172183038,11.4273333333333,56.4066666666667,9.01879757391864,15.0866666666667,7.9575,1
"57","Iceland",8.58004935988557,82.4266666666667,3.89995042419388,7.466,50.4133333333333,10.3668391118254,18.1,4.2175,0.857142857142857
"58","India",3.56837134155282,65.2266666666667,4.97166343886416,1.942,14.5333333333333,6.6672563264109,9.87333333333333,5.521875,0.857142857142857
"59","Indonesia",4.49259336156711,67.4533333333333,5.11158610126538,0.0686666666666667,19.46,7.35114546080364,11.5266666666667,6.1075,0.142857142857143
"60","Iraq",5.16770069966866,70.3909090909091,4.91064752474082,0.13,55.1727272727273,8.13517169840753,10.2363636363636,8.850625,0.142857142857143
"61","Ireland",8.55483575834902,80.0666666666667,4.29045944114839,12.654,53.08,10.4814113089873,17.5933333333333,8.445625,0.142857142857143
"62","Israel",7.3558784861172,81.22,4.0876555740713,2.49733333333333,54.3266666666667,9.78334514971068,15.6933333333333,9.426875,0.714285714285714
"63","Italy",8.04972932023026,82.1533333333333,3.9902178530132,8.26666666666667,55.6533333333333,10.0269061463547,15.9066666666667,9.096875,1
"64","Jamaica",4.96423815895671,74.1666666666667,4.95817172456051,3.624,44.84,7.76037477309663,12.24,12.71125,0.428571428571429
"65","Japan",8.33916329652146,82.46,4.04771872088205,7.04066666666667,25.38,10.0963274284348,14.9533333333333,4.484375,0.571428571428571
"66","Jordan",5.67620400446767,72.9133333333333,4.74028365979527,0.517333333333333,52.16,7.55538494650334,13.2466666666667,13.46625,0.571428571428571
"67","Kazakhstan",5.3778967475054,66.4133333333333,5.45674460314256,6.64133333333333,44.6266666666667,8.36620602353758,13.96,7.355625,1
"68","Kenya",4.18610038175114,57.0866666666667,5.87268101111801,1.602,15.1333333333333,6.51405564999189,9.89333333333333,2.89625,0.428571428571429
"69","Kuwait",7.51452563352058,73.7866666666667,4.4236483093647,0.0213333333333333,58.82,10.3769324111004,13.7533333333333,1.705625,0.571428571428571
"70","Latvia",6.33855674757236,73.6733333333333,5.09006242772758,8.864,50.6466666666667,8.93205943657075,15.54,12.3325,1
"71","Lebanon",5.87282498012954,74.1533333333333,4.14524889208387,1.78533333333333,54.62,8.50771434491845,13.7733333333333,8.056875,0.142857142857143
"72","Liberia",3.29422397792035,57.2666666666667,5.50587339452053,3.258,19.5,5.44906821592444,9.86666666666667,2.17,0.714285714285714
"73","Lithuania",6.98792483898004,72.7533333333333,4.73678307278998,12.6326666666667,48.3533333333333,9.06621523030597,16.0733333333333,11.590625,1
"74","Luxembourg",9.0736896160446,80.7,4.21754499600826,11.922,46.9266666666667,10.9460142417519,13.62,4.488125,0.857142857142857
"75","Madagascar",3.83160873617015,62.56,5.49141399650995,0.82,15.5866666666667,5.80569779808879,9.26666666666667,3.325625,0.142857142857143
"76","Malawi",3.31683776639165,49.3333333333333,6.06005733857359,0.919333333333333,16.5933333333333,5.43442252316946,10.1933333333333,5.861875,0.142857142857143
"77","Malaysia",5.58152957651227,73.6733333333333,4.77294196176732,0.490666666666667,30.8066666666667,8.43142292300173,12.5266666666667,3.305625,0.428571428571429
"78","Maldives",6.50468700984317,75.34,4.43872197835043,1.40733333333333,18.7533333333333,8.16426296416106,11.9533333333333,7.795,0.285714285714286
"79","Mali",3.95597460220393,54.72,5.28759340318506,0.438,16.7733333333333,6.24849014823838,6.3,8.10625,0.285714285714286
"80","Malta",7.13902088066083,80.2733333333333,4.11414718951828,7.13,65.9533333333333,9.12708414278546,14.2866666666667,6.5525,0
"81","Mauritania",3.52095447544674,62.78,5.12950415977887,0.0133333333333333,23.72,6.39721153493988,7.24,9.873125,0.142857142857143
"82","Mauritius",6.11011126727898,72.5866666666667,5.1043280048864,2.90666666666667,25.4933333333333,8.52438275032832,13.42,8.084375,0.142857142857143
"83","Mexico",6.20727997084382,75.6533333333333,4.70350608670895,5.114,50.6133333333333,8.50006282647485,12.26,4.06625,0.285714285714286
"84","Mongolia",4.90381881722877,65.6933333333333,5.40327780218452,2.354,38.9333333333333,7.52513039197906,12.5266666666667,5.885,1
"85","Morocco",4.69916709954718,72.0133333333333,4.55597994179732,0.518666666666667,47.96,7.53671862909433,10.1666666666667,10.283125,0.428571428571429
"86","Mozambique",3.67637902217939,53.1133333333333,5.38296484060832,1.266,15.7133333333333,5.86982017537958,7.91333333333333,3.116875,0.428571428571429
"87","Myanmar",2.61590088707365,64.04,5.01948490937324,0.351333333333333,16.68,6.35892294723807,8.27333333333333,0.705625,0.142857142857143
"88","Nepal",3.75746139649331,66.3,4.98406313849326,0.19,14.9133333333333,5.91916086847831,10.3133333333333,1.883125,1
"89","Netherlands",8.30879033958001,81.08,4.12605853771163,8.84666666666667,53.4266666666667,10.4441488955772,16.9866666666667,4.74875,1
"90","New Zealand",7.98007416590922,81.3375,4.26969744969996,9.16625,56.625,9.60072939195001,18.86875,5.2425,0.714285714285714
"91","Nicaragua",5.27764057489104,73.36,5.09701684315628,3.59666666666667,41.9266666666667,6.90978635155708,11.0733333333333,6.2725,0
"92","Niger",3.01419379860842,56.66,5.50722675783442,0.0913333333333333,16.1666666666667,5.53405375964494,3.92666666666667,1.659375,0.142857142857143
"93","Nigeria",4.51240293410665,51.1466666666667,5.48948853861897,8.64666666666667,19.3733333333333,7.14976402814673,8.93333333333333,3.911875,0.428571428571429
"94","Norway",8.44651617070874,81.79375,4.19343546486633,6.234375,50.8125,10.2195729150325,17.46875,3.541875,1
"95","Oman",6.0240242023751,74.7266666666667,4.18459144006988,0.534666666666667,44.1266666666667,8.85664777356357,12.1266666666667,3.97625,0.142857142857143
"96","Pakistan",3.32725477966686,64.3733333333333,5.03391769871847,0.026,17.84,6.42178832019792,6.62666666666667,1.066875,0.428571428571429
"97","Panama",6.41012508458935,76.4,4.75128869411809,6.212,48.7466666666667,8.49766869683597,12.76,3.38375,0.571428571428571
"98","Papua New Guinea",4.38695422947107,61.6,5.5834963087817,0.580666666666667,40.2666666666667,6.63081215881073,8.44666666666667,2.47625,0.428571428571429
"99","Paraguay",5.50170739140844,73.0533333333333,4.93830352134379,5.52733333333333,41.8133333333333,7.64380553967672,12.16,5.5325,0.142857142857143
"100","Peru",6.09781345310311,73.54,4.80729437007823,4.27866666666667,44.1533333333333,8.04544624949961,13.3,4.066875,0.428571428571429
"101","Philippines",4.55940902301884,67.5133333333333,5.38632824387075,4.51066666666667,18.7733333333333,7.16887976688519,11.5333333333333,3.611875,0.142857142857143
"102","Poland",5.80330926633933,75.5266666666667,4.67220558732425,9.99866666666667,53.2,8.76525078128363,15.1733333333333,12.854375,0.714285714285714
"103","Portugal",7.45156500610518,79.92,4.05583470746023,12.2113333333333,42.4333333333333,9.41276585870933,15.8933333333333,9.140625,0.714285714285714
"104","Qatar",7.87523786218918,76.9533333333333,4.32897741358407,1.08133333333333,65.4066666666667,10.5723908491036,12.8133333333333,0.58,0.571428571428571
"105","Romania",6.12023677943945,73.9866666666667,5.06006017742378,8.96866666666667,55.2866666666667,8.2803605755319,13.8733333333333,6.965625,1
"106","Russian Federation",5.85169376822607,67.28,5.41491451413185,11.128,56.44,8.75770922372136,13.66,7.1025,1
"107","Rwanda",3.06979298625767,58.86,5.51396623609999,5.636,14.3066666666667,5.75340612767357,9.18666666666667,1.01375,0.428571428571429
"108","Samoa",5.60422049464073,73.5933333333333,4.89883433011742,2.704,62.12,7.59409826113068,12.6266666666667,6.164375,0.428571428571429
"109","Sao Tome and Principe",4.09081633025516,65.1785714285714,5.14249862962008,4.12857142857143,23.3571428571429,6.56535378739883,10.2571428571429,15.243125,0.142857142857143
"110","Saudi Arabia",6.79616073544192,73.4,3.90667539910155,0.0746666666666667,54.4533333333333,9.32540555710499,13.1,5.503125,0.428571428571429
"111","Senegal",3.13195991850656,62.2933333333333,5.15483183353928,0.309333333333333,18.0533333333333,5.65716898336794,6.96666666666667,8.359375,0.142857142857143
"112","Sierra Leone",3.43546838118824,45.7866666666667,5.86967349005406,3.15466666666667,17.9,5.52320625986639,8.14666666666667,3.930625,0.428571428571429
"113","Singapore",7.75472669707142,81.475,4.12713438504509,1.7625,25.90625,10.3978820996863,13.98125,4.486875,1
"114","Slovenia",7.41462720598502,79.18,4.33859707674655,10.7546666666667,55.2733333333333,9.39447609445377,16.42,6.96875,1
"115","Solomon Islands",4.78328214435849,67.6133333333333,4.92435092549924,0.800666666666667,41.42,6.58921843406641,8.57333333333333,1.53625,0.142857142857143
"116","Spain",7.81931170012925,82.02,4.1609642495635,10.024,58.14,9.7123734953102,16.2666666666667,15.701875,0.714285714285714
"117","Sri Lanka",4.15476797613745,73.3,4.97535347995162,2.096,16.8666666666667,6.74890582868733,13.1666666666667,6.12125,0.142857142857143
"118","Suriname",6.29599200167901,69.98,5.10796363805682,4.984,49.6133333333333,8.41450298264673,11.7666666666667,9.021875,0.142857142857143
"119","Sweden",8.46253438680926,82.5266666666667,4.0876555740713,6.92666666666667,56.0333333333333,10.3391037184495,15.8666666666667,6.908125,1
"120","Switzerland",9.25486090113135,82.26,4.02891675689965,10.338,51.04,11.0118478977179,15.3533333333333,4.00875,1
"121","Tajikistan",2.91392579782871,66.4533333333333,5.18552187240269,0.330666666666667,35.0066666666667,5.6936851005247,10.64,11.81625,1
"122","Thailand",6.05914802617694,72.96,5.08264583007253,6.13133333333333,20.7933333333333,8.11375890163989,12.48,1.189375,0.571428571428571
"123","Togo",3.23025000084655,56.4466666666667,5.74599017530876,0.947333333333333,17.5733333333333,5.7091297363358,10.56,3.226875,0.428571428571429
"124","Tonga",5.84469341597406,72.4666666666667,4.8629083820668,1.16733333333333,62.1266666666667,7.64047912190203,14.2133333333333,2.68,0.142857142857143
"125","Trinidad and Tobago",6.39125111305165,71.06,5.15406201056054,6.04466666666667,37.1066666666667,8.86828316839006,12.3066666666667,6.28875,0.428571428571429
"126","Turkmenistan",5.29982017039946,64.5066666666667,5.36970736263471,2.65466666666667,37.42,7.71877781300519,9.76666666666667,6.40875,1
"127","Uganda",3.9293044619392,55.2666666666667,5.70644559207568,8.05066666666667,15.3266666666667,5.99858572433096,10.6333333333333,2.8875,0.428571428571429
"128","Ukraine",5.19696262550733,69.8466666666667,5.33013897887099,7.36933333333333,50.2,7.34005836468438,14.56,8.4475,1
"129","United Arab Emirates",7.60713981461946,75.6066666666667,4.19770307520925,1.75,53.1133333333333,10.0572213594554,12.78,2.505,0.142857142857143
"130","Uruguay",6.49721960831198,76.0133333333333,4.78915702210111,6.17266666666667,52.1866666666667,8.80043055599224,15.2133333333333,10.149375,0.571428571428571
"131","Uzbekistan",3.85717984471627,67.94,5.21963484451357,1.60866666666667,34.1466666666667,6.31353607650739,11.6133333333333,6.83625,1
"132","Vanuatu",5.70760005262817,71.3466666666667,4.98497554731568,0.806666666666667,43.6533333333333,7.65659238929798,10.5533333333333,1.79875,0.428571428571429
"133","Zambia",4.56045625939509,53.38,5.92887967191636,2.23933333333333,17.0533333333333,6.65716342977522,11.1266666666667,11.77875,0.714285714285714
"134","Zimbabwe",3.07832048742053,49.3866666666667,6.15443337538612,4.482,24.6933333333333,6.06486822980691,9.79333333333333,4.978125,0.571428571428571
